from,to,cost
54,129,2.0
54,136,1.0
54,137,1.0
54,141,1.0
54,142,1.0
54,152,10.0
54,153,2.0
54,155,53.0
54,158,8.0
54,159,57.0
54,161,1.0
54,162,1.0
54,179,2.0
54,181,2.0
54,185,3.0
54,187,1.0
54,188,27.0
54,193,72.0
54,194,1.0
54,197,17.0
54,206,1.0
54,207,24.0
54,208,4.0
54,211,231.0
54,214,38.0
54,218,4.0
54,225,57.0
54,228,1.0
54,229,37.0
54,231,1.0
54,234,1.0
54,237,1.0
54,239,3.0
54,243,5.0
54,245,2.0
54,248,1.0
54,255,15.0
54,263,10.0
54,264,3.0
54,265,2.0
54,267,3.0
54,268,32.0
54,271,2.0
54,274,2.0
54,279,1.0
54,280,7.0
54,284,18.0
54,285,3.0
54,286,11.0
54,288,122.0
55,62,78.0
55,67,2.0
55,68,1.0
55,73,1.0
55,85,33.0
55,86,4.0
55,91,48.0
55,92,1.0
55,99,1.0
55,117,3.0
55,120,20.0
55,121,7.0
55,128,7.0
55,137,17.0
55,140,46.0
55,143,17.0
55,144,1.0
55,145,15.0
55,162,4.0
55,168,1.0
55,172,13.0
55,175,1.0
55,177,2.0
55,180,4.0
55,182,15.0
55,187,6.0
55,191,6.0
55,192,19.0
55,197,15.0
55,201,2.0
55,208,25.0
55,209,14.0
55,210,13.0
55,215,4.0
55,216,1.0
55,218,7.0
55,222,1.0
55,223,2.0
55,227,1.0
55,231,1.0
55,233,21.0
55,238,7.0
55,243,6.0
55,247,11.0
55,248,10.0
55,251,34.0
55,253,1.0
55,257,4.0
55,264,21.0
55,265,8.0
55,266,1.0
55,274,4.0
55,275,1.0
55,278,24.0
55,279,7.0
55,280,1.0
55,281,1.0
55,282,2.0
55,285,5.0
55,288,1.0
56,58,18.0
56,59,15.0
56,63,1.0
56,65,6.0
56,71,72.0
56,72,1.0
56,74,10.0
56,75,13.0
56,80,9.0
56,82,2.0
56,83,1.0
56,84,11.0
56,89,10.0
56,92,3.0
56,96,8.0
56,104,12.0
56,107,19.0
56,109,2.0
56,112,2.0
56,116,4.0
56,125,26.0
56,129,1.0
56,130,1.0
56,135,8.0
56,136,7.0
56,159,2.0
56,160,1.0
56,161,10.0
56,162,1.0
56,166,3.0
56,171,2.0
56,177,1.0
56,178,3.0
56,179,9.0
56,185,17.0
56,192,1.0
56,194,18.0
56,195,137.0
56,200,1.0
56,206,19.0
56,212,25.0
56,215,5.0
56,216,2.0
56,218,2.0
56,219,55.0
56,224,1.0
56,225,1.0
56,230,20.0
56,236,1.0
56,237,23.0
56,238,2.0
56,243,1.0
56,249,26.0
56,255,24.0
56,260,6.0
56,261,2.0
56,262,1.0
56,263,17.0
56,267,26.0
56,270,8.0
56,271,17.0
56,272,24.0
56,274,2.0
56,275,7.0
56,284,4.0
56,286,14.0
58,59,96.0
58,65,5.0
58,71,13.0
58,74,16.0
58,75,13.0
58,78,2.0
58,79,1.0
58,80,2.0
58,83,6.0
58,84,4.0
58,89,1.0
58,92,3.0
58,99,3.0
58,102,4.0
58,104,2.0
58,107,4.0
58,109,7.0
58,110,11.0
58,116,1.0
58,123,1.0
58,124,2.0
58,125,10.0
58,129,9.0
58,130,5.0
58,135,40.0
58,136,10.0
58,152,1.0
58,155,1.0
58,158,1.0
58,160,1.0
58,161,30.0
58,162,2.0
58,166,2.0
58,171,1.0
58,179,10.0
58,185,20.0
58,188,1.0
58,189,1.0
58,194,7.0
58,195,15.0
58,201,1.0
58,206,13.0
58,207,1.0
58,208,1.0
58,211,1.0
58,212,6.0
58,214,1.0
58,215,1.0
58,216,5.0
58,219,36.0
58,224,2.0
58,225,1.0
58,229,7.0
58,230,7.0
58,231,1.0
58,236,1.0
58,237,35.0
58,239,1.0
58,242,14.0
58,249,3.0
58,255,37.0
58,261,1.0
58,262,1.0
58,263,16.0
58,267,16.0
58,270,2.0
58,271,286.0
58,272,73.0
58,274,2.0
58,275,7.0
58,284,20.0
58,286,15.0
58,288,2.0
58,289,10.0
58,294,18.0
59,65,2.0
59,71,11.0
59,74,23.0
59,75,24.0
59,78,1.0
59,80,11.0
59,82,6.0
59,83,2.0
59,84,20.0
59,89,5.0
59,96,1.0
59,99,2.0
59,102,1.0
59,104,3.0
59,107,25.0
59,109,2.0
59,110,3.0
59,116,2.0
59,117,1.0
59,118,1.0
59,119,1.0
59,124,2.0
59,125,9.0
59,129,11.0
59,130,16.0
59,135,47.0
59,136,20.0
59,155,1.0
59,159,1.0
59,160,3.0
59,161,22.0
59,162,4.0
59,171,1.0
59,179,6.0
59,185,44.0
59,188,3.0
59,193,1.0
59,194,5.0
59,195,25.0
59,206,4.0
59,212,18.0
59,219,67.0
59,224,3.0
59,225,2.0
59,229,1.0
59,230,34.0
59,237,19.0
59,242,1.0
59,249,4.0
59,250,13.0
59,255,28.0
59,260,4.0
59,262,2.0
59,263,4.0
59,267,12.0
59,271,154.0
59,272,121.0
59,273,1.0
59,274,4.0
59,275,9.0
59,276,2.0
59,284,8.0
59,286,38.0
59,288,1.0
59,289,1.0
59,294,8.0
60,65,114.0
60,71,2.0
60,74,2.0
60,76,4.0
60,83,12.0
60,84,49.0
60,92,1.0
60,96,14.0
60,104,3.0
60,112,8.0
60,116,220.0
60,117,1.0
60,123,1.0
60,125,12.0
60,136,84.0
60,139,1.0
60,146,1.0
60,162,1.0
60,166,7.0
60,171,39.0
60,179,2.0
60,185,2.0
60,187,1.0
60,192,2.0
60,194,73.0
60,201,2.0
60,206,17.0
60,212,9.0
60,215,2.0
60,216,2.0
60,219,2.0
60,224,1.0
60,230,78.0
60,231,3.0
60,236,1.0
60,237,5.0
60,238,1.0
60,243,2.0
60,249,2.0
60,250,1.0
60,260,16.0
60,261,4.0
60,262,75.0
60,267,8.0
60,270,6.0
60,275,1.0
60,286,1.0
61,67,1.0
61,68,1.0
61,73,12.0
61,93,2.0
61,98,6.0
61,113,9.0
61,120,1.0
61,140,1.0
61,143,1.0
61,168,3.0
61,182,3.0
61,186,1.0
61,199,49.0
61,210,1.0
61,222,14.0
61,223,1.0
61,227,2.0
61,233,1.0
61,235,3.0
61,252,12.0
61,253,17.0
61,254,1.0
61,256,14.0
61,257,6.0
61,264,1.0
61,265,1.0
61,266,1.0
61,281,1.0
61,282,4.0
61,287,6.0
62,67,4.0
62,68,6.0
62,73,4.0
62,78,1.0
62,85,19.0
62,86,2.0
62,91,32.0
62,98,1.0
62,99,2.0
62,113,2.0
62,117,5.0
62,118,2.0
62,120,141.0
62,121,81.0
62,128,3.0
62,137,6.0
62,140,22.0
62,143,13.0
62,145,19.0
62,162,5.0
62,172,24.0
62,175,2.0
62,177,3.0
62,180,1.0
62,182,15.0
62,187,3.0
62,191,1.0
62,192,13.0
62,197,1.0
62,208,8.0
62,209,6.0
62,210,2.0
62,215,3.0
62,216,1.0
62,218,3.0
62,222,3.0
62,223,9.0
62,225,1.0
62,227,4.0
62,230,1.0
62,231,2.0
62,233,9.0
62,238,6.0
62,243,5.0
62,247,5.0
62,248,8.0
62,251,14.0
62,252,2.0
62,254,8.0
62,255,1.0
62,256,8.0
62,257,3.0
62,264,20.0
62,265,3.0
62,275,2.0
62,278,44.0
62,279,1.0
62,280,3.0
62,281,12.0
62,282,2.0
62,285,2.0
62,287,9.0
65,71,44.0
65,74,12.0
65,75,14.0
65,76,3.0
65,78,2.0
65,79,4.0
65,80,3.0
65,82,3.0
65,83,148.0
65,84,767.0
65,92,18.0
65,96,83.0
65,99,10.0
65,102,1.0
65,104,20.0
65,107,23.0
65,109,14.0
65,110,2.0
65,112,34.0
65,116,325.0
65,117,1.0
65,123,1.0
65,124,1.0
65,125,195.0
65,128,3.0
65,131,1.0
65,135,3.0
65,136,988.0
65,137,2.0
65,141,14.0
65,142,9.0
65,143,1.0
65,158,1.0
65,160,4.0
65,161,5.0
65,162,8.0
65,166,15.0
65,171,97.0
65,173,1.0
65,179,61.0
65,180,24.0
65,185,54.0
65,187,8.0
65,191,3.0
65,192,8.0
65,193,1.0
65,194,596.0
65,195,15.0
65,197,16.0
65,200,1.0
65,201,20.0
65,206,529.0
65,208,1.0
65,212,128.0
65,215,28.0
65,216,13.0
65,218,27.0
65,219,8.0
65,224,8.0
65,225,1.0
65,230,608.0
65,231,31.0
65,236,2.0
65,237,30.0
65,238,24.0
65,243,23.0
65,249,4.0
65,250,6.0
65,255,10.0
65,260,48.0
65,261,43.0
65,262,170.0
65,263,2.0
65,264,14.0
65,265,7.0
65,267,167.0
65,270,87.0
65,271,2.0
65,272,1.0
65,274,29.0
65,275,66.0
65,280,4.0
65,284,5.0
65,286,9.0
66,125,1.0
67,68,23.0
67,73,176.0
67,91,11.0
67,92,3.0
67,93,53.0
67,98,1.0
67,99,3.0
67,113,9.0
67,114,3.0
67,117,3.0
67,118,1.0
67,120,11.0
67,121,3.0
67,127,2.0
67,135,3.0
67,137,1.0
67,140,4.0
67,143,1.0
67,144,37.0
67,172,2.0
67,177,2.0
67,182,13.0
67,197,1.0
67,199,2.0
67,204,1.0
67,208,22.0
67,210,7.0
67,215,1.0
67,218,1.0
67,222,1.0
67,233,5.0
67,235,18.0
67,238,1.0
67,243,2.0
67,252,2.0
67,253,34.0
67,254,14.0
67,256,12.0
67,257,22.0
67,265,3.0
67,266,3.0
67,282,7.0
67,287,2.0
67,291,7.0
67,293,1.0
68,73,56.0
68,85,7.0
68,91,21.0
68,92,2.0
68,93,2.0
68,99,2.0
68,101,6.0
68,102,2.0
68,106,1.0
68,113,5.0
68,114,1.0
68,117,3.0
68,118,10.0
68,120,10.0
68,121,6.0
68,127,7.0
68,136,1.0
68,137,7.0
68,140,55.0
68,143,8.0
68,144,4.0
68,155,1.0
68,177,12.0
68,182,12.0
68,191,1.0
68,197,1.0
68,199,2.0
68,208,70.0
68,210,69.0
68,218,18.0
68,222,1.0
68,227,1.0
68,231,1.0
68,233,14.0
68,235,2.0
68,243,1.0
68,248,1.0
68,253,7.0
68,254,7.0
68,256,4.0
68,257,2.0
68,264,2.0
68,265,1.0
68,266,26.0
68,274,1.0
68,282,2.0
68,285,3.0
68,291,14.0
69,86,1.0
69,99,9.0
69,127,8.0
69,137,8.0
69,143,1.0
69,177,3.0
69,197,1.0
69,208,12.0
69,210,5.0
69,256,3.0
69,266,18.0
69,280,1.0
70,83,1.0
70,84,3.0
70,86,1.0
70,92,1.0
70,99,42.0
70,117,1.0
70,137,6.0
70,143,1.0
70,162,3.0
70,192,1.0
70,197,12.0
70,209,1.0
70,229,8.0
70,238,2.0
70,243,7.0
70,264,1.0
70,265,3.0
70,275,1.0
70,280,6.0
70,286,1.0
71,74,49.0
71,75,45.0
71,79,4.0
71,80,2.0
71,82,13.0
71,83,30.0
71,84,90.0
71,85,1.0
71,89,1.0
71,92,7.0
71,96,12.0
71,99,3.0
71,104,74.0
71,107,109.0
71,109,7.0
71,110,4.0
71,112,13.0
71,116,11.0
71,119,1.0
71,124,8.0
71,125,419.0
71,129,2.0
71,130,3.0
71,135,49.0
71,136,134.0
71,140,1.0
71,141,20.0
71,152,2.0
71,155,1.0
71,159,2.0
71,160,8.0
71,161,9.0
71,162,4.0
71,166,8.0
71,171,9.0
71,173,3.0
71,178,1.0
71,179,109.0
71,180,2.0
71,185,144.0
71,187,3.0
71,191,1.0
71,194,35.0
71,195,217.0
71,197,2.0
71,206,178.0
71,208,7.0
71,211,1.0
71,212,582.0
71,214,2.0
71,215,6.0
71,216,3.0
71,218,2.0
71,219,53.0
71,224,3.0
71,225,3.0
71,230,272.0
71,231,3.0
71,236,17.0
71,237,181.0
71,238,5.0
71,243,2.0
71,249,14.0
71,250,2.0
71,255,63.0
71,260,15.0
71,261,13.0
71,262,2.0
71,263,12.0
71,264,1.0
71,265,1.0
71,267,314.0
71,268,1.0
71,270,15.0
71,271,11.0
71,272,16.0
71,274,5.0
71,275,13.0
71,284,10.0
71,286,31.0
71,288,3.0
72,76,66.0
72,84,1.0
72,92,2.0
72,96,1.0
72,99,3.0
72,107,1.0
72,112,21.0
72,131,19.0
72,136,3.0
72,166,18.0
72,171,5.0
72,194,3.0
72,197,1.0
72,206,2.0
72,215,1.0
72,230,6.0
72,250,2.0
72,260,4.0
72,262,2.0
72,270,2.0
73,85,1.0
73,91,13.0
73,92,1.0
73,93,2.0
73,113,9.0
73,114,5.0
73,117,3.0
73,118,3.0
73,120,9.0
73,121,8.0
73,127,1.0
73,137,6.0
73,140,18.0
73,143,18.0
73,144,4.0
73,145,3.0
73,159,1.0
73,172,1.0
73,177,2.0
73,182,18.0
73,192,1.0
73,197,5.0
73,199,6.0
73,208,21.0
73,210,9.0
73,227,1.0
73,231,1.0
73,233,11.0
73,235,6.0
73,243,1.0
73,252,10.0
73,253,88.0
73,254,4.0
73,256,13.0
73,257,37.0
73,264,3.0
73,266,11.0
73,281,3.0
73,282,4.0
74,75,125.0
74,78,1.0
74,79,1.0
74,80,2.0
74,82,2.0
74,83,52.0
74,84,19.0
74,89,3.0
74,92,14.0
74,96,2.0
74,99,3.0
74,102,2.0
74,104,16.0
74,107,19.0
74,109,26.0
74,110,10.0
74,112,3.0
74,118,1.0
74,123,5.0
74,124,19.0
74,125,30.0
74,129,2.0
74,130,2.0
74,135,148.0
74,136,18.0
74,141,6.0
74,142,11.0
74,143,1.0
74,159,1.0
74,160,2.0
74,161,121.0
74,162,4.0
74,171,3.0
74,179,47.0
74,180,3.0
74,185,485.0
74,191,8.0
74,192,1.0
74,193,6.0
74,194,9.0
74,195,51.0
74,201,7.0
74,206,12.0
74,207,1.0
74,211,3.0
74,212,25.0
74,215,11.0
74,216,20.0
74,218,7.0
74,219,178.0
74,225,9.0
74,229,2.0
74,230,43.0
74,231,5.0
74,236,21.0
74,237,66.0
74,238,13.0
74,242,3.0
74,243,7.0
74,249,8.0
74,250,5.0
74,255,431.0
74,260,4.0
74,261,3.0
74,262,2.0
74,263,127.0
74,265,9.0
74,267,32.0
74,268,6.0
74,270,13.0
74,271,14.0
74,272,16.0
74,274,13.0
74,275,49.0
74,279,2.0
74,280,2.0
74,284,69.0
74,286,246.0
74,288,16.0
74,294,1.0
75,79,2.0
75,80,2.0
75,82,2.0
75,83,15.0
75,84,41.0
75,85,1.0
75,87,1.0
75,89,1.0
75,92,1.0
75,96,1.0
75,104,10.0
75,107,44.0
75,109,16.0
75,112,1.0
75,116,1.0
75,119,1.0
75,124,5.0
75,125,48.0
75,129,1.0
75,135,50.0
75,136,58.0
75,137,2.0
75,140,1.0
75,141,3.0
75,142,3.0
75,152,1.0
75,159,3.0
75,160,3.0
75,161,35.0
75,162,6.0
75,166,2.0
75,171,8.0
75,178,14.0
75,179,68.0
75,180,3.0
75,185,107.0
75,187,4.0
75,191,1.0
75,193,4.0
75,194,5.0
75,195,77.0
75,201,1.0
75,206,39.0
75,210,2.0
75,211,2.0
75,212,83.0
75,215,4.0
75,216,6.0
75,218,4.0
75,219,183.0
75,225,4.0
75,228,2.0
75,229,11.0
75,230,70.0
75,231,3.0
75,236,23.0
75,237,99.0
75,238,2.0
75,242,7.0
75,243,9.0
75,249,14.0
75,250,2.0
75,255,97.0
75,260,4.0
75,261,1.0
75,262,8.0
75,263,16.0
75,264,4.0
75,267,31.0
75,270,1.0
75,271,13.0
75,272,10.0
75,274,12.0
75,275,26.0
75,280,1.0
75,284,7.0
75,286,27.0
75,288,2.0
76,79,1.0
76,84,11.0
76,96,14.0
76,104,1.0
76,112,105.0
76,116,3.0
76,125,5.0
76,131,15.0
76,136,8.0
76,139,24.0
76,166,154.0
76,171,10.0
76,173,6.0
76,180,1.0
76,185,1.0
76,187,1.0
76,192,1.0
76,194,8.0
76,195,1.0
76,206,7.0
76,212,2.0
76,215,1.0
76,224,3.0
76,230,13.0
76,237,1.0
76,238,1.0
76,250,3.0
76,251,1.0
76,260,1.0
76,261,4.0
76,264,1.0
76,265,1.0
76,267,2.0
76,288,1.0
77,78,2.0
77,100,2.0
77,101,1.0
77,102,3.0
77,106,1.0
77,152,23.0
77,158,9.0
77,159,1.0
77,214,2.0
77,228,9.0
77,229,1.0
77,230,1.0
77,234,2.0
77,286,1.0
78,86,2.0
78,92,18.0
78,99,29.0
78,100,7.0
78,101,52.0
78,102,227.0
78,106,14.0
78,117,6.0
78,121,1.0
78,124,3.0
78,129,3.0
78,135,3.0
78,137,6.0
78,140,1.0
78,141,1.0
78,142,1.0
78,143,4.0
78,152,17.0
78,153,5.0
78,155,138.0
78,158,43.0
78,159,70.0
78,161,1.0
78,162,4.0
78,174,11.0
78,177,3.0
78,181,20.0
78,185,5.0
78,187,3.0
78,188,7.0
78,191,2.0
78,192,6.0
78,193,11.0
78,197,57.0
78,201,1.0
78,207,27.0
78,208,1.0
78,209,1.0
78,210,1.0
78,211,32.0
78,214,37.0
78,215,3.0
78,216,2.0
78,218,1.0
78,224,1.0
78,225,135.0
78,228,2.0
78,229,299.0
78,234,3.0
78,238,3.0
78,243,23.0
78,248,1.0
78,255,6.0
78,260,1.0
78,263,19.0
78,264,15.0
78,265,10.0
78,268,13.0
78,270,4.0
78,272,2.0
78,274,4.0
78,275,5.0
78,279,1.0
78,280,21.0
78,284,19.0
78,285,1.0
78,286,15.0
78,288,132.0
78,289,2.0
79,83,1.0
79,96,1.0
79,102,1.0
79,104,5.0
79,107,1.0
79,112,1.0
79,125,3.0
79,130,1.0
79,136,5.0
79,166,2.0
79,171,13.0
79,173,1.0
79,179,1.0
79,194,3.0
79,206,11.0
79,212,1.0
79,216,2.0
79,224,1.0
79,230,6.0
79,231,1.0
79,237,1.0
79,243,1.0
79,250,2.0
79,260,37.0
79,261,77.0
79,267,17.0
79,270,1.0
80,82,4.0
80,84,1.0
80,89,29.0
80,104,1.0
80,107,18.0
80,109,1.0
80,125,4.0
80,135,14.0
80,136,1.0
80,160,5.0
80,185,2.0
80,195,6.0
80,206,1.0
80,219,19.0
80,230,2.0
80,237,2.0
80,249,9.0
80,260,1.0
80,267,1.0
80,270,1.0
80,271,5.0
80,272,2.0
80,276,1.0
80,284,1.0
82,84,5.0
82,89,14.0
82,92,1.0
82,104,9.0
82,107,14.0
82,112,1.0
82,115,1.0
82,125,29.0
82,131,1.0
82,135,3.0
82,136,4.0
82,160,10.0
82,171,17.0
82,178,6.0
82,179,1.0
82,185,1.0
82,194,2.0
82,195,6.0
82,200,1.0
82,206,11.0
82,212,4.0
82,215,1.0
82,219,4.0
82,224,1.0
82,230,9.0
82,231,1.0
82,236,2.0
82,237,1.0
82,249,24.0
82,255,1.0
82,260,5.0
82,261,3.0
82,262,1.0
82,267,16.0
82,271,6.0
82,272,1.0
82,286,2.0
83,84,596.0
83,89,1.0
83,92,14.0
83,96,7.0
83,99,32.0
83,101,2.0
83,102,1.0
83,104,4.0
83,107,18.0
83,109,54.0
83,112,10.0
83,116,8.0
83,117,1.0
83,119,2.0
83,123,2.0
83,124,13.0
83,125,25.0
83,131,1.0
83,135,19.0
83,136,153.0
83,137,1.0
83,141,7.0
83,142,15.0
83,161,6.0
83,162,24.0
83,166,3.0
83,171,5.0
83,177,2.0
83,178,4.0
83,179,670.0
83,180,8.0
83,185,140.0
83,187,6.0
83,192,6.0
83,193,3.0
83,194,45.0
83,195,5.0
83,197,1.0
83,201,3.0
83,206,45.0
83,212,160.0
83,214,1.0
83,215,27.0
83,216,20.0
83,218,22.0
83,219,7.0
83,225,1.0
83,229,3.0
83,230,195.0
83,231,27.0
83,236,3.0
83,237,179.0
83,238,30.0
83,243,10.0
83,249,3.0
83,255,42.0
83,260,1.0
83,261,2.0
83,262,24.0
83,263,8.0
83,264,1.0
83,265,2.0
83,267,36.0
83,270,53.0
83,271,4.0
83,272,4.0
83,274,50.0
83,275,86.0
83,280,3.0
83,284,51.0
83,286,44.0
83,288,3.0
84,89,2.0
84,92,30.0
84,96,27.0
84,99,22.0
84,104,9.0
84,107,32.0
84,109,46.0
84,112,8.0
84,116,36.0
84,117,2.0
84,119,3.0
84,123,3.0
84,124,22.0
84,125,66.0
84,128,1.0
84,131,1.0
84,135,15.0
84,136,465.0
84,139,1.0
84,141,19.0
84,142,11.0
84,160,1.0
84,161,5.0
84,162,28.0
84,166,12.0
84,171,63.0
84,173,6.0
84,177,2.0
84,178,8.0
84,179,885.0
84,180,37.0
84,182,1.0
84,185,170.0
84,187,12.0
84,192,5.0
84,194,121.0
84,195,26.0
84,197,2.0
84,200,1.0
84,201,26.0
84,206,111.0
84,207,2.0
84,208,1.0
84,209,1.0
84,211,1.0
84,212,261.0
84,215,38.0
84,216,23.0
84,218,13.0
84,219,25.0
84,225,5.0
84,229,1.0
84,230,603.0
84,231,81.0
84,236,7.0
84,237,408.0
84,238,33.0
84,242,1.0
84,243,18.0
84,249,6.0
84,250,2.0
84,251,1.0
84,255,29.0
84,260,23.0
84,261,1.0
84,262,50.0
84,263,13.0
84,264,3.0
84,265,19.0
84,267,79.0
84,270,121.0
84,271,6.0
84,272,2.0
84,274,59.0
84,275,54.0
84,280,6.0
84,284,8.0
84,286,41.0
84,288,4.0
85,86,147.0
85,91,125.0
85,92,18.0
85,93,2.0
85,99,15.0
85,102,2.0
85,109,2.0
85,117,84.0
85,118,67.0
85,119,1.0
85,120,21.0
85,121,9.0
85,123,1.0
85,127,2.0
85,128,1.0
85,137,132.0
85,140,772.0
85,143,325.0
85,144,2.0
85,145,3.0
85,152,1.0
85,162,21.0
85,172,1.0
85,174,1.0
85,175,2.0
85,177,31.0
85,179,1.0
85,180,4.0
85,182,34.0
85,187,14.0
85,191,12.0
85,192,22.0
85,194,1.0
85,197,57.0
85,208,53.0
85,209,32.0
85,210,149.0
85,215,9.0
85,216,3.0
85,218,19.0
85,222,1.0
85,223,2.0
85,225,2.0
85,227,2.0
85,229,3.0
85,230,1.0
85,233,61.0
85,238,9.0
85,243,15.0
85,247,17.0
85,248,45.0
85,251,41.0
85,252,2.0
85,254,1.0
85,256,3.0
85,257,7.0
85,263,1.0
85,264,76.0
85,265,47.0
85,266,30.0
85,270,2.0
85,274,12.0
85,275,1.0
85,278,19.0
85,279,40.0
85,280,30.0
85,281,2.0
85,282,8.0
85,285,60.0
86,91,16.0
86,92,10.0
86,99,20.0
86,102,5.0
86,109,2.0
86,117,63.0
86,118,15.0
86,121,2.0
86,137,255.0
86,140,156.0
86,143,390.0
86,162,29.0
86,177,26.0
86,182,3.0
86,185,1.0
86,187,7.0
86,191,14.0
86,192,15.0
86,197,28.0
86,199,1.0
86,200,1.0
86,208,15.0
86,209,9.0
86,210,145.0
86,214,1.0
86,215,4.0
86,216,1.0
86,218,4.0
86,225,2.0
86,229,3.0
86,231,5.0
86,233,23.0
86,238,1.0
86,243,44.0
86,247,2.0
86,248,4.0
86,251,12.0
86,257,1.0
86,264,96.0
86,265,29.0
86,266,6.0
86,267,1.0
86,274,13.0
86,275,2.0
86,278,2.0
86,279,24.0
86,280,88.0
86,282,2.0
86,285,25.0
89,96,1.0
89,104,4.0
89,107,11.0
89,129,2.0
89,135,3.0
89,136,3.0
89,159,1.0
89,161,1.0
89,166,1.0
89,167,1.0
89,171,3.0
89,185,2.0
89,194,8.0
89,195,7.0
89,212,4.0
89,215,1.0
89,216,1.0
89,219,2.0
89,230,4.0
89,249,24.0
89,255,1.0
89,263,2.0
89,267,3.0
89,270,1.0
89,271,4.0
89,272,8.0
89,274,1.0
89,275,1.0
89,286,1.0
91,92,2.0
91,93,2.0
91,99,2.0
91,113,3.0
91,114,1.0
91,117,22.0
91,118,13.0
91,120,26.0
91,121,11.0
91,124,1.0
91,127,1.0
91,137,33.0
91,140,692.0
91,143,72.0
91,147,1.0
91,155,2.0
91,162,8.0
91,172,1.0
91,177,4.0
91,179,1.0
91,180,2.0
91,182,165.0
91,187,3.0
91,192,4.0
91,197,11.0
91,199,2.0
91,201,1.0
91,208,101.0
91,209,2.0
91,210,41.0
91,215,3.0
91,218,3.0
91,223,4.0
91,227,1.0
91,233,154.0
91,235,8.0
91,238,1.0
91,243,3.0
91,248,8.0
91,251,5.0
91,253,3.0
91,254,1.0
91,256,4.0
91,257,8.0
91,264,8.0
91,265,11.0
91,266,4.0
91,274,4.0
91,275,2.0
91,278,8.0
91,279,4.0
91,280,9.0
91,281,6.0
91,282,3.0
91,285,10.0
91,287,1.0
91,288,1.0
92,96,2.0
92,99,1266.0
92,101,22.0
92,102,20.0
92,106,2.0
92,109,141.0
92,111,4.0
92,117,58.0
92,118,5.0
92,119,42.0
92,121,2.0
92,123,3.0
92,124,3.0
92,125,1.0
92,128,12.0
92,136,17.0
92,137,55.0
92,140,11.0
92,141,835.0
92,142,282.0
92,143,18.0
92,145,1.0
92,152,5.0
92,155,10.0
92,158,1.0
92,159,8.0
92,162,1000.0
92,166,1.0
92,172,1.0
92,174,2.0
92,177,94.0
92,179,6.0
92,180,34.0
92,181,1.0
92,182,4.0
92,185,43.0
92,187,172.0
92,188,2.0
92,191,51.0
92,192,203.0
92,193,15.0
92,194,8.0
92,197,310.0
92,200,1.0
92,201,14.0
92,206,6.0
92,207,2.0
92,208,11.0
92,209,22.0
92,210,37.0
92,211,5.0
92,212,8.0
92,214,5.0
92,215,248.0
92,216,97.0
92,218,977.0
92,219,8.0
92,224,1.0
92,225,26.0
92,229,32.0
92,230,19.0
92,231,43.0
92,237,8.0
92,238,323.0
92,243,1102.0
92,248,4.0
92,249,1.0
92,251,3.0
92,255,9.0
92,260,2.0
92,261,3.0
92,262,2.0
92,263,12.0
92,264,127.0
92,265,523.0
92,266,2.0
92,267,8.0
92,268,3.0
92,270,69.0
92,271,1.0
92,274,735.0
92,275,371.0
92,278,1.0
92,279,25.0
92,280,227.0
92,284,4.0
92,285,9.0
92,286,6.0
92,288,16.0
93,99,1.0
93,113,76.0
93,114,1.0
93,120,1.0
93,121,1.0
93,127,1.0
93,136,1.0
93,137,1.0
93,140,2.0
93,143,2.0
93,144,17.0
93,147,1.0
93,168,6.0
93,170,1.0
93,172,1.0
93,177,1.0
93,182,1.0
93,199,2.0
93,208,4.0
93,209,1.0
93,218,3.0
93,222,2.0
93,229,1.0
93,233,6.0
93,235,29.0
93,243,2.0
93,252,4.0
93,253,37.0
93,254,17.0
93,256,4.0
93,257,9.0
93,263,2.0
93,281,7.0
93,282,5.0
93,287,1.0
93,291,3.0
93,293,2.0
95,98,35.0
95,121,1.0
95,199,1.0
95,222,1.0
95,227,1.0
96,99,3.0
96,104,3.0
96,107,2.0
96,109,3.0
96,110,1.0
96,112,87.0
96,116,50.0
96,124,3.0
96,125,25.0
96,135,1.0
96,136,43.0
96,139,2.0
96,141,2.0
96,142,2.0
96,145,1.0
96,166,61.0
96,171,260.0
96,173,38.0
96,179,8.0
96,180,1.0
96,185,1.0
96,188,1.0
96,194,221.0
96,195,2.0
96,197,1.0
96,201,1.0
96,206,151.0
96,212,33.0
96,215,6.0
96,216,3.0
96,224,5.0
96,225,1.0
96,230,93.0
96,231,3.0
96,236,1.0
96,237,7.0
96,238,2.0
96,243,2.0
96,249,1.0
96,250,53.0
96,255,4.0
96,260,103.0
96,261,36.0
96,262,18.0
96,265,1.0
96,267,33.0
96,270,9.0
96,272,1.0
96,274,2.0
96,275,3.0
96,279,1.0
96,284,2.0
96,286,1.0
97,113,1.0
97,145,1.0
97,172,2.0
97,175,2.0
97,192,1.0
97,201,1.0
97,209,1.0
97,223,3.0
97,278,1.0
98,113,3.0
98,114,2.0
98,120,6.0
98,121,1.0
98,127,1.0
98,140,3.0
98,145,1.0
98,147,13.0
98,168,2.0
98,172,3.0
98,175,5.0
98,182,1.0
98,186,1.0
98,205,1.0
98,222,22.0
98,223,1.0
98,227,5.0
98,233,1.0
98,235,1.0
98,252,11.0
98,253,6.0
98,254,22.0
98,256,1.0
98,257,2.0
98,278,1.0
98,282,3.0
98,287,7.0
99,101,6.0
99,102,25.0
99,106,3.0
99,107,2.0
